Name,Spend,Pareto
raffling inc.,1583523.45,92.80345 %
purlieu9 inc.,1582638.1,92.80566 %
denigrate inc.,1582287,92.80787 %
nitrating9 inc.,1582131.1,92.81008 %
gasworks1 inc.,1581673.1,92.81228 %
miters4 inc.,1581274.2,92.81449 %
spongy10 inc.,1581268.64,93.27308 %
nodded15 inc.,1581090.66,94.93657 %
resonances6 inc.,1581031.95,92.81669 %
triply15 inc.,1580812.35,92.81890 %
grog7 inc.,1580776.2,94.93878 %
disinter9 inc.,1580763.3,92.82110 %
stowaway6 inc.,1580731.92,94.94098 %
construed16 inc.,1580696.25,92.82331 %
harelip12 inc.,1580499.3,92.82551 %
demarcator7 inc.,1580316.7,92.82772 %
yummier11 inc.,1579740.75,92.83213 %
hikers8 inc.,1579615.8,94.95053 %
judgments5 inc.,1579457.6,92.83433 %
unbeliefs5 inc.,1579328.1,92.83653 %
toxicities2 inc.,1579248.8,92.83874 %
buckling12 inc.,1578594.78,94.36550 %
bondsman9 inc.,1578123,92.84094 %
carfare9 inc.,1577992.5,92.84314 %
pygmies15 inc.,1576997.3,92.84534 %
wanting10 inc.,1576992.8,92.84754 %
veracities7 inc.,1576797.6,92.84974 %
morel8 inc.,1576310.9,92.85194 %
worthier12 inc.,1576243.6,92.85414 %
horologer4 inc.,1575260.85,92.85633 %
claques7 inc.,1575052.2,92.85853 %
monomania12 inc.,1574925.1,92.86073 %
abhorring4 inc.,1573878.7,92.86951 %
pinkly12 inc.,1573275.15,92.87171 %
whole9 inc.,1572623.4,92.87390 %
hounds8 inc.,1572347.85,92.87610 %
lag10 inc.,1572230.8,92.87829 %
almighty12 inc.,1572089.4,92.88048 %
ming9 inc.,1571238.7,92.88267 %
gainsayers2 inc.,1570552.8,92.88486 %
stronger15 inc.,1570431.8,92.88706 %
pandowdy16 inc.,1570285.95,92.88925 %
jetport7 inc.,1569811.95,92.89144 %
incidence10 inc.,1569610.02,94.10462 %
cockles11 inc.,1569552.9,92.89363 %
bristling12 inc.,1569492.36,95.31853 %
weights4 inc.,1569458.8,92.89582 %
passes9 inc.,1568885.85,92.89800 %
expire inc.,1568850.3,92.90019 %
rebated13 inc.,1568824.65,92.90238 %
loess3 inc.,1568727.9,92.90457 %
empresses4 inc.,1567519.3,92.90676 %
outthinks3 inc.,1567095.4,92.90894 %
venezuela14 inc.,1566815.8,92.91113 %
idles3 inc.,1565950.95,92.91550 %
abstracted6 inc.,1565924.85,92.91768 %
jimmy13 inc.,1565406.75,92.91987 %
fulcrum12 inc.,1565124,92.92205 %
blanket16 inc.,1564879.1,92.92423 %
miners10 inc.,1564741.5,92.92860 %
handrails4 inc.,1564497.45,92.93078 %
lobbyist1 inc.,1564459.2,92.93296 %
shoetrees6 inc.,1563665.4,92.93733 %
caryatid14 inc.,1563585.3,92.93951 %
pantheist1 inc.,1563496.6,92.94169 %
jiggles5 inc.,1563482.4,92.94387 %
stilt9 inc.,1563107.7,92.94605 %
sterols8 inc.,1562867.85,92.94823 %
stone16 inc.,1562549.25,92.95041 %
confusing5 inc.,1562234.3,92.95259 %
canvassers15 inc.,1562146.95,92.95477 %
could8 inc.,1561830.3,92.95695 %
pintsize3 inc.,1561766.4,95.03310 %
pedestals15 inc.,1560969,92.95913 %
splashy3 inc.,1560833.55,92.96130 %
glibbest1 inc.,1560727.08,95.03890 %
prepays7 inc.,1560696.5,92.96348 %
rimmed15 inc.,1560679.65,92.96566 %
spoonerism6 inc.,1560598.9,92.96784 %
flummox3 inc.,1560309.2,92.97001 %
triweekly6 inc.,1560301.5,92.97437 %
impotence15 inc.,1560225,92.97654 %
bluffed15 inc.,1559630.15,92.97872 %
list4 inc.,1559058.3,92.98089 %
vitae15 inc.,1558770.75,92.98307 %
rheas14 inc.,1558710.4,92.98524 %
minibus7 inc.,1558431.18,95.04833 %
behavior15 inc.,1558429.8,92.98742 %
skeletally10 inc.,1558425.5,92.98959 %
eruptions8 inc.,1558316.9,92.99176 %
lusted1 inc.,1558095.75,92.99394 %
outsmarts13 inc.,1558020.45,92.99611 %
cordiality2 inc.,1557788.5,92.99828 %
emphasizes10 inc.,1557715.6,93.00046 %
briquette8 inc.,1557077.4,93.00263 %
guzzles3 inc.,1556996.2,93.00480 %
leather15 inc.,1556806.65,95.57935 %
obesities5 inc.,1556735.1,93.00697 %
evaded inc.,1556719.95,93.00914 %
shed inc.,1556684.1,93.01132 %
libretto2 inc.,1556362.2,93.01349 %
reserve8 inc.,1556088.2,93.01566 %
befits inc.,1555553.5,93.01783 %
desolate12 inc.,1555504.3,93.02000 %
razzed12 inc.,1554584.7,93.02217 %
outlines14 inc.,1554222.3,93.02434 %
paranoia inc.,1553927.4,93.02650 %
reveilles13 inc.,1553695.2,93.02867 %
ribbons11 inc.,1553634.9,93.03084 %
sandbag7 inc.,1553573.4,93.03301 %
murals2 inc.,1553468.8,93.03517 %
cockroach6 inc.,1553260.3,93.03734 %
shrillest7 inc.,1553230.8,93.03951 %
neuroses9 inc.,1552972.16,94.34708 %
pealings2 inc.,1552696.65,93.04167 %
spring2 inc.,1552370.1,93.04384 %
giraffes2 inc.,1552307.6,93.04600 %
sneakily11 inc.,1552114.5,93.04817 %
zany3 inc.,1552079.8,93.05033 %
phonemics5 inc.,1551672.15,93.05250 %
looting11 inc.,1551598.65,93.05466 %
yogi16 inc.,1551567.21,94.41854 %
waver11 inc.,1551177.45,93.05683 %
roved13 inc.,1551054,93.05899 %
germanium16 inc.,1550738.84,95.36344 %
chipped8 inc.,1550431.2,93.06115 %
bushel6 inc.,1550334.5,93.06332 %
nightshade16 inc.,1550291.25,93.06548 %
cases2 inc.,1550218.7,93.06764 %
hooping8 inc.,1550033.1,95.08338 %
opaqued16 inc.,1549817.4,93.06980 %
remodeling16 inc.,1549045.8,93.07197 %
mushroomed8 inc.,1548620.55,93.07413 %
dyestuffs5 inc.,1548618.48,95.09996 %
followings6 inc.,1547878.14,95.10391 %
supposes13 inc.,1547733.6,93.07628 %
routed9 inc.,1546767.5,93.07844 %
knackwurst1 inc.,1546729.5,93.08060 %
expiatory8 inc.,1546203.5,93.08276 %
pokey7 inc.,1545458.7,93.08491 %
deplanes5 inc.,1545420.75,93.08707 %
invoked2 inc.,1545038.6,93.09138 %
anarchist6 inc.,1544496.8,93.09353 %
splaying9 inc.,1542657.6,93.09569 %
wastage11 inc.,1542584,93.09784 %
occluded5 inc.,1542356.7,93.09999 %
rush13 inc.,1542060.8,93.10214 %
imperils8 inc.,1541419.4,93.10429 %
vestibules1 inc.,1541341.2,93.10644 %
acetylene9 inc.,1541269.8,93.10859 %
blather4 inc.,1541113.6,93.11074 %
parleys inc.,1540271.85,93.11289 %
slurps9 inc.,1539664.05,93.11504 %
litany7 inc.,1539597.9,93.11719 %
concepts1 inc.,1539256.9,93.11933 %
smuggling8 inc.,1539105.9,93.12148 %
quitters inc.,1538929.65,93.12363 %
recited14 inc.,1538589.15,93.12577 %
uncorked6 inc.,1538487.6,93.12792 %
neural9 inc.,1537975.3,93.13007 %
possession12 inc.,1537531,93.13221 %
payloads9 inc.,1537428.15,93.13436 %
valency4 inc.,1537103.1,93.13650 %
dramatic1 inc.,1536953,93.13864 %
dislodging1 inc.,1536105.1,93.14079 %
elide5 inc.,1535851.8,93.14293 %
hocks6 inc.,1535810.55,93.14507 %
felonious7 inc.,1535344.65,93.14721 %
turn inc.,1535281.95,93.14936 %
recursive13 inc.,1534128.9,93.15150 %
reservists12 inc.,1534023.6,93.15364 %
fathom14 inc.,1533824.2,93.15578 %
tyrosines13 inc.,1533648.75,93.15792 %
thousands10 inc.,1533539.7,93.16005 %
jutted14 inc.,1533490.65,93.16219 %
aberration11 inc.,1533319.7,93.16433 %
alkaline10 inc.,1533147.6,93.16647 %
shadowing3 inc.,1532386.2,93.16861 %
plastic3 inc.,1532200.65,93.17075 %
scuffing5 inc.,1531891.9,93.17288 %
cork13 inc.,1531844.55,93.17502 %
complying15 inc.,1531844.4,93.17716 %
fatiguing3 inc.,1531623.5,93.17930 %
perturbed8 inc.,1531363.8,93.18143 %
blusterers14 inc.,1530983.9,93.18357 %
tumble3 inc.,1530706.9,93.18570 %
leaky6 inc.,1530058.8,95.21768 %
mufti15 inc.,1529890.5,93.18784 %
droop13 inc.,1529851.7,93.18997 %
interested8 inc.,1529189.1,95.22692 %
freeload10 inc.,1529135.2,93.19210 %
infallibly14 inc.,1529072,93.19424 %
adjuster14 inc.,1528655.4,93.19637 %
ballasting12 inc.,1528080.8,93.19850 %
adduce15 inc.,1528013.25,93.20063 %
muddling16 inc.,1527996.45,93.20276 %
modishness6 inc.,1527800.8,93.20490 %
caprioles2 inc.,1527722,93.20703 %
meting5 inc.,1527380.7,93.20916 %
windsock14 inc.,1526805.36,95.25215 %
curbed11 inc.,1526472.8,93.21342 %
revel10 inc.,1526297.4,93.21555 %
jobbed16 inc.,1525886.55,93.21768 %
friar13 inc.,1523937.3,93.21980 %
quahogs4 inc.,1523487.2,93.22193 %
townies13 inc.,1523425.35,93.22405 %
harp3 inc.,1523302.95,93.22618 %
croakiness6 inc.,1523162.6,93.22830 %
begging11 inc.,1522371.2,93.23255 %
laced12 inc.,1521284,93.23467 %
pucker5 inc.,1521245.1,93.23680 %
fooleries13 inc.,1521244.2,93.23892 %
isthmus16 inc.,1521157.9,93.24104 %
devaluated9 inc.,1521113.25,93.24316 %
room11 inc.,1520724.15,93.24528 %
contrarily12 inc.,1520703,93.24740 %
thesis5 inc.,1520340.2,93.24953 %
gauges4 inc.,1520024.9,93.25165 %
kilometer6 inc.,1519606,93.25377 %
unsociably1 inc.,1519515.15,93.25589 %
ninnies1 inc.,1519191.96,95.29679 %
divining8 inc.,1516247.85,93.26012 %
cheroot12 inc.,1515368.4,93.26223 %
rochester12 inc.,1515106.55,93.26435 %
venerates11 inc.,1515029.4,93.26646 %
uterus5 inc.,1515012.15,93.26857 %
meddlesome11 inc.,1514894.55,93.27069 %
reinfected4 inc.,1514893.95,93.27280 %
unethical6 inc.,1514646.2,93.27491 %
seltzer2 inc.,1514539.4,93.27703 %
evading2 inc.,1514107.3,93.27914 %
plaudit9 inc.,1514028.6,93.28125 %
steeps3 inc.,1513746.57,95.19849 %
stuporous13 inc.,1513697.1,93.28336 %
rig11 inc.,1513665.15,93.28547 %
extinction15 inc.,1513577.85,93.28758 %
sneezing10 inc.,1511131.35,93.28969 %
motorcars13 inc.,1510308,93.29180 %
chattels3 inc.,1510105.35,93.29391 %
plurals8 inc.,1509278.52,95.35024 %
fidgeting4 inc.,1508995.8,93.29601 %
redder4 inc.,1508966.1,93.29812 %
escargot10 inc.,1508628.9,93.30022 %
shoal2 inc.,1508563.05,93.30233 %
bobcat10 inc.,1508541.3,93.30443 %
chummy16 inc.,1508415,93.30653 %
vulgarity6 inc.,1508294.75,93.30864 %
skillet4 inc.,1508252.4,93.31074 %
legible6 inc.,1508156.3,93.31285 %
purling12 inc.,1508026.2,93.31495 %
sainthood11 inc.,1507756.65,93.31705 %
corkier5 inc.,1507395.65,94.21803 %
wriggled8 inc.,1507341.45,93.31916 %
waistcoats8 inc.,1507200.65,93.32126 %
morals1 inc.,1507169.7,93.32336 %
humphs3 inc.,1506817.05,93.32546 %
hedged13 inc.,1506725.5,93.32757 %
pards inc.,1506661.95,93.32967 %
tasks10 inc.,1506661.8,93.33177 %
casks14 inc.,1506638.55,93.33387 %
requited2 inc.,1506098.25,93.33597 %
marcher12 inc.,1505911.1,93.33807 %
cowgirl7 inc.,1505318.55,93.34017 %
wharfages6 inc.,1505290.7,93.34227 %
wherever13 inc.,1504105.2,93.34647 %
chervil inc.,1504094.4,93.34857 %
ameba15 inc.,1503536.91,94.55762 %
amatory13 inc.,1503510,93.35067 %
ideology12 inc.,1503478.3,93.35276 %
lamination9 inc.,1503101.5,93.35486 %
focally16 inc.,1502997.1,93.35696 %
cent1 inc.,1502629.65,93.35905 %
catchy inc.,1502529.3,93.36115 %
hexed14 inc.,1502443.5,93.36325 %
panama13 inc.,1502093.9,93.36534 %
atonal inc.,1502040.6,93.36744 %
jingoes5 inc.,1501868.78,96.19531 %
usurped13 inc.,1501820.55,93.36953 %
unhitching12 inc.,1501760.1,93.37163 %
sugarcoat8 inc.,1501562.4,93.37372 %
roster5 inc.,1501076.85,93.37791 %
snoring15 inc.,1500742.8,93.38000 %
obverse1 inc.,1500393.45,93.38210 %
shortcakes3 inc.,1500331.5,93.38419 %
moraine14 inc.,1500301.3,93.38628 %
commutes14 inc.,1500175.2,93.38838 %
lovemaking13 inc.,1500143.74,96.33137 %
annelid inc.,1500008.6,93.39047 %
repasts inc.,1499727.9,93.39256 %
stymie2 inc.,1499158.05,93.39465 %
asteroid7 inc.,1499019.9,93.39674 %
foxholes2 inc.,1498413.3,93.39883 %
tales2 inc.,1498021.05,93.40092 %
pancreas12 inc.,1497845.9,93.40301 %
modeling10 inc.,1497843.45,93.40510 %
levities9 inc.,1497712.2,93.40719 %
faultiest inc.,1497325.9,93.40928 %
ensile14 inc.,1497188.85,93.41137 %
pratfall inc.,1496792.85,93.41346 %
bivalves4 inc.,1496705.25,93.41554 %
prefigure1 inc.,1496475.15,93.41763 %
keenly15 inc.,1496407.23,94.13342 %
spatula inc.,1495973.16,95.43473 %
vanned5 inc.,1495938.3,93.41972 %
vestibules15 inc.,1494976.8,93.42180 %
aneroid5 inc.,1494480.2,93.42389 %
megabits9 inc.,1494313.7,93.42597 %
teemed11 inc.,1494300.9,93.42806 %
attain10 inc.,1493748.6,93.43014 %
sufferable11 inc.,1493603,95.26403 %
schooners inc.,1493265,93.43223 %
rewinds15 inc.,1493241,93.43431 %
clutters4 inc.,1492716.4,93.43639 %
strictness15 inc.,1492668.8,93.43847 %
smelliness16 inc.,1492625.4,93.44056 %
frittering11 inc.,1492437.45,93.44264 %
coppices15 inc.,1491979.8,93.44472 %
letters4 inc.,1491734.1,93.44680 %
vortexes16 inc.,1491713.85,93.44888 %
bursar4 inc.,1491403.2,93.45096 %
twisted9 inc.,1491143.7,93.45304 %
revamps10 inc.,1490762.5,93.45512 %
coffeepot16 inc.,1490740.35,93.45720 %
nobody4 inc.,1490626.5,93.45928 %
unbinds8 inc.,1490394.48,95.31703 %
unbound11 inc.,1490001,96.43950 %
nimbleness13 inc.,1489215.42,95.47845 %
relativity3 inc.,1489127.1,93.46344 %
assimilate10 inc.,1488697.05,93.46551 %
masseur7 inc.,1488535.9,93.46759 %
manorial6 inc.,1487759.76,95.40879 %
toed5 inc.,1487563.2,93.46967 %
orifices7 inc.,1487462.16,95.48745 %
precooks9 inc.,1487369.4,93.47174 %
nurses inc.,1487348.85,93.47381 %
surrounded8 inc.,1487047.65,93.47589 %
rehouses inc.,1486323,93.47796 %
habitats14 inc.,1485176.88,95.50507 %
yeasty3 inc.,1485073.95,93.48211 %
bilks4 inc.,1484825.25,93.48418 %
lemons2 inc.,1484264.25,93.48625 %
tyrosine7 inc.,1483625.2,93.48832 %
caterer2 inc.,1483382.5,93.49039 %
secessions6 inc.,1483265.25,93.49246 %
forceps4 inc.,1483176.1,93.49453 %
rearward5 inc.,1483054.6,96.24042 %
stupefied1 inc.,1482933.6,93.49660 %
strings12 inc.,1482826.5,93.49866 %
cupping3 inc.,1482537.75,93.50073 %
apocalypse6 inc.,1482383.25,93.50280 %
introducer11 inc.,1481941.8,93.50487 %
aspect11 inc.,1481827.6,93.50694 %
drenched5 inc.,1481284.62,95.53990 %
entitling1 inc.,1481201.5,93.51107 %
vitae7 inc.,1481158.5,93.51313 %
tartan10 inc.,1480896,93.51520 %
shiner12 inc.,1480520,93.51727 %
splurging12 inc.,1480153.8,93.51933 %
discerned13 inc.,1479647.5,93.52346 %
lyricisms8 inc.,1479542.6,93.52552 %
tenable9 inc.,1479082.5,93.52759 %
astronomer15 inc.,1478337.4,93.52965 %
canister1 inc.,1478165.25,93.53171 %
halogen9 inc.,1477977.8,93.53377 %
forests16 inc.,1477900.8,93.53584 %
chanter5 inc.,1477797.3,93.53790 %
chimp10 inc.,1477348.3,93.53996 %
interferer inc.,1477220.25,93.54202 %
smoggy15 inc.,1476773.7,93.54614 %
panpipes12 inc.,1476245,93.54820 %
tektite16 inc.,1475786.4,93.55232 %
roadsters2 inc.,1475647.5,93.55438 %
adorable5 inc.,1475562.8,93.55643 %
expertness1 inc.,1475492.8,93.55849 %
demigods8 inc.,1475366.43,96.93088 %
refills14 inc.,1475366.4,93.56055 %
puniness inc.,1475211,93.56261 %
recoveries1 inc.,1475209.6,93.56467 %
vinegary6 inc.,1474971.75,93.56672 %
single14 inc.,1474332.45,93.56878 %
choppiness13 inc.,1474254.1,93.57084 %
bogging11 inc.,1474180.6,93.57289 %
affiliated16 inc.,1473868.7,93.57495 %
buttock16 inc.,1473480,93.57701 %
loading2 inc.,1472509.3,93.57906 %
openwork14 inc.,1472289.3,93.58111 %
jobs inc.,1472270.8,93.58317 %
wilting7 inc.,1472153,93.58522 %
beachheads6 inc.,1471855,93.58727 %
vesper13 inc.,1471519.1,93.59138 %
tiffs8 inc.,1471034.9,93.59343 %
elf15 inc.,1470807,93.59548 %
are inc.,1470737.8,93.59754 %
biologists2 inc.,1470551.8,93.59959 %
finny7 inc.,1470205.6,93.60164 %
skinners16 inc.,1470012.6,93.60369 %
parity11 inc.,1469891.85,93.60574 %
epochal3 inc.,1469161.6,93.60984 %
hesitater14 inc.,1468953.6,93.61189 %
stateless7 inc.,1468728.45,93.61394 %
shuteyes6 inc.,1468680.9,93.61599 %
sides5 inc.,1468354.5,93.61803 %
speed1 inc.,1468271.4,93.62008 %
sprat9 inc.,1467954.48,95.62938 %
ferments4 inc.,1467907.7,93.62213 %
electric6 inc.,1467906.6,93.62418 %
summons14 inc.,1467452.7,93.62623 %
seize5 inc.,1467416.1,93.62827 %
livens9 inc.,1467072.15,93.63032 %
grandsons14 inc.,1466719,93.63237 %
doffs10 inc.,1466687.55,93.63441 %
jellybean16 inc.,1465869.6,93.63646 %
limbs12 inc.,1465228.65,93.63850 %
retrievals9 inc.,1465189.6,93.64054 %
sham9 inc.,1464288,93.64259 %
bedpost7 inc.,1463753.25,93.64463 %
furniture5 inc.,1463212.65,93.64667 %
menaced11 inc.,1463091.15,93.64871 %
polished5 inc.,1462422.5,93.65075 %
convoy2 inc.,1462371.45,93.65279 %
modern13 inc.,1461680.7,93.65483 %
vestryman12 inc.,1461599.7,93.65687 %
footages6 inc.,1461412.3,93.65891 %
rigorously4 inc.,1461326.49,95.24834 %
muleteers14 inc.,1461154.05,93.66095 %
ferocity11 inc.,1461068.8,93.66299 %
bouncing1 inc.,1460691.7,93.66502 %
exotics15 inc.,1460376.15,93.66706 %
blowing15 inc.,1459913,93.66910 %
banshee12 inc.,1458903.7,93.67113 %
mediocre12 inc.,1458727.3,93.67317 %
kneaded16 inc.,1458722.85,93.67520 %
economic6 inc.,1458233.25,93.67724 %
cabbed4 inc.,1456726.42,94.86806 %
unhooks2 inc.,1456692.7,93.68130 %
payments10 inc.,1455912.3,93.68333 %
painting8 inc.,1455811.4,93.68536 %
shoeless4 inc.,1455593.55,93.68943 %
announced11 inc.,1455423.6,93.69146 %
unicorn10 inc.,1455338.85,93.69349 %
misty7 inc.,1453952.4,93.69552 %
larynges13 inc.,1453861.7,93.69754 %
forethink5 inc.,1453794.75,93.69957 %
sauce16 inc.,1453678.7,93.70160 %
seances4 inc.,1452986.4,93.70363 %
polynomial5 inc.,1452935.52,95.70778 %
holds16 inc.,1452533.8,93.70565 %
mobbing1 inc.,1452329.85,93.70768 %
plantar1 inc.,1452297.45,93.70970 %
pans9 inc.,1451709,93.71173 %
flocking11 inc.,1450850.25,95.17098 %
brutality13 inc.,1450842.8,93.71375 %
glassed11 inc.,1450691.7,93.71578 %
blotchiest14 inc.,1450577.9,93.71780 %
coolers2 inc.,1450152.15,93.72185 %
larceny14 inc.,1449799.2,93.72387 %
replanting4 inc.,1449707.7,93.72994 %
jackscrew9 inc.,1449588.7,93.73196 %
transience3 inc.,1449436.7,93.73398 %
quinces2 inc.,1449297.4,93.73600 %
moochers1 inc.,1449153,93.73803 %
adjured12 inc.,1449081.8,93.74005 %
trumpet16 inc.,1447953.15,93.74611 %
scarabs2 inc.,1447866.45,93.74813 %
vellums13 inc.,1446741.6,93.75015 %
subtenant4 inc.,1446379.2,93.75217 %
funs7 inc.,1446188.1,93.75418 %
dandles inc.,1446107.7,93.75620 %
canoeing6 inc.,1446081.75,93.75822 %
cloven4 inc.,1445754,93.76024 %
tarpaulins10 inc.,1445131.95,93.76427 %
seasons12 inc.,1444537.3,93.76628 %
latexes8 inc.,1444433.4,93.76830 %
titlarks6 inc.,1444329.54,95.79568 %
bail6 inc.,1444316.55,93.77031 %
diked5 inc.,1444285.35,93.77233 %
refutable6 inc.,1444222.1,93.77434 %
pipkins1 inc.,1443283.4,93.77636 %
trespasser9 inc.,1443135.6,93.78038 %
banality6 inc.,1443099.9,93.78240 %
outfaced14 inc.,1442974.95,93.78441 %
dejects8 inc.,1442681.55,93.78642 %
wetted16 inc.,1442455.6,93.79045 %
undergo3 inc.,1442024.46,96.12486 %
tripled10 inc.,1441993.9,93.79447 %
bisect16 inc.,1440855.15,93.79648 %
publicist1 inc.,1440683.1,93.79849 %
clopped10 inc.,1440350.55,93.80050 %
misplaying2 inc.,1440276.6,93.80251 %
erroneous1 inc.,1439931.75,93.80452 %
contoured1 inc.,1439791.35,93.80853 %
puked6 inc.,1439781.15,93.81054 %
buoy15 inc.,1439587.1,93.81255 %
wager inc.,1439318.52,96.23221 %
basins6 inc.,1438669.2,93.81456 %
stupefying4 inc.,1438372.7,93.81656 %
linker1 inc.,1438089,93.81857 %
igneous9 inc.,1438010.55,93.82058 %
sinistral1 inc.,1437968.4,93.82258 %
waveringly16 inc.,1437590.6,93.82459 %
slithery5 inc.,1436821.35,93.83060 %
conjoining2 inc.,1436668.6,93.83261 %
childbirth4 inc.,1436176.65,93.83461 %
unheeded10 inc.,1435015.05,93.83661 %
caboodle13 inc.,1434836,93.83861 %
lapels7 inc.,1434273,95.86828 %
assimilate14 inc.,1433422.1,93.84261 %
moues16 inc.,1433022.9,93.84461 %
matchbook5 inc.,1432816.65,93.84661 %
woollier2 inc.,1432599.45,93.84861 %
comedians13 inc.,1432561.95,93.85061 %
creakily inc.,1432492.65,93.85261 %
eyesight14 inc.,1431859.05,93.85461 %
whiny inc.,1431540.9,95.88693 %
coincided15 inc.,1431167.8,93.85660 %
scenarist15 inc.,1431153.06,94.47077 %
minibus3 inc.,1431039.9,93.85860 %
palsied13 inc.,1430938.65,93.86059 %
freaky11 inc.,1430880.18,96.10575 %
worships16 inc.,1429828.7,93.86259 %
observes9 inc.,1429806.7,93.86458 %
condition2 inc.,1429769.1,93.86658 %
casting3 inc.,1429612.38,95.90556 %
felonious15 inc.,1429290.6,93.86857 %
clenches14 inc.,1429169.85,93.87057 %
whiteness inc.,1428735.7,93.87256 %
sincerity1 inc.,1428585.4,93.87455 %
nucleuses15 inc.,1427914.1,93.87654 %
alpenhorn7 inc.,1427882.25,94.82331 %
spiracle10 inc.,1427829.48,95.91253 %
quadrupled6 inc.,1427747.4,93.87854 %
upgrades14 inc.,1427516,93.88053 %
rapidly2 inc.,1427447.55,93.88252 %
portrayal15 inc.,1427400,93.88451 %
shaking7 inc.,1427318.6,93.88650 %
largo10 inc.,1427201.5,93.88849 %
operable6 inc.,1427039.7,93.89048 %
indoors10 inc.,1426951.6,93.89247 %
wattage7 inc.,1426731.75,93.89446 %
hidden12 inc.,1426361.25,93.89645 %
impounded8 inc.,1426335.3,93.89844 %
rhenium7 inc.,1425471.9,93.90043 %
challenges5 inc.,1425434.5,93.90242 %
trials inc.,1425269.58,94.40399 %
courtly1 inc.,1425042.75,93.90441 %
magyar inc.,1424839,93.90640 %
eyed9 inc.,1424684.95,93.90838 %
barbs7 inc.,1424627.7,93.91037 %
sharpers1 inc.,1424607.9,93.91236 %
feathers15 inc.,1424446.3,93.91435 %
lose6 inc.,1424436.7,93.91633 %
rummaged12 inc.,1424053.8,93.91832 %
coiffeuses5 inc.,1424013.1,93.92031 %
expanse6 inc.,1423571.55,93.92229 %
nonactives11 inc.,1423535.55,93.92428 %
styles10 inc.,1423469.1,93.92626 %
actions9 inc.,1423298.7,93.92825 %
dumbness3 inc.,1423119.3,93.93023 %
cashmere12 inc.,1422891.18,95.82345 %
guests14 inc.,1422868.05,93.93222 %
onlookers14 inc.,1422833.25,93.93420 %
basilar10 inc.,1422662.4,93.93619 %
cetacean inc.,1422445.6,93.93817 %
buddy6 inc.,1422427.83,97.50907 %
diatribes7 inc.,1422242.25,93.94016 %
quenelle13 inc.,1421775,93.94214 %
abducting inc.,1421530.6,93.94412 %
requiting7 inc.,1420983.3,93.94809 %
sorely6 inc.,1420915.5,95.94434 %
food12 inc.,1420373.5,93.95007 %
sickbed10 inc.,1420023.75,93.95205 %
muddied2 inc.,1419519.2,93.95601 %
forsworn1 inc.,1419406.2,93.95799 %
officiates16 inc.,1419204.12,95.94962 %
starlings inc.,1418837.2,93.95997 %
meltable11 inc.,1418810,93.96195 %
boozed12 inc.,1418602.2,93.96393 %
faultless6 inc.,1418232.9,93.96591 %
warehouse13 inc.,1417222.65,93.96986 %
roster6 inc.,1416102.93,95.79560 %
fricassees15 inc.,1416080,93.97184 %
licentious13 inc.,1416052.65,93.97381 %
busses14 inc.,1415646,93.97776 %
ocular15 inc.,1415610.15,93.97974 %
heifer15 inc.,1415409.6,93.98171 %
undermined inc.,1415205.9,93.98369 %
overhaul14 inc.,1415007.6,93.98566 %
aversive16 inc.,1414980.72,95.97004 %
theocrat15 inc.,1414810.08,95.97695 %
ought inc.,1414578.8,93.98764 %
curving12 inc.,1414304.5,93.98961 %
stablest7 inc.,1414037.55,93.99158 %
defaces16 inc.,1413994.8,93.99355 %
oaths12 inc.,1413511,93.99750 %
perks4 inc.,1413200.4,93.99947 %
chewing13 inc.,1412988.9,94.00341 %
commoner3 inc.,1412763.2,94.00538 %
fleshes1 inc.,1412700,94.00735 %
shatter12 inc.,1411643.4,94.01129 %
abattoirs inc.,1411347.45,94.01326 %
assuring6 inc.,1410939.8,94.01523 %
spoilage3 inc.,1410894.27,95.29512 %
pinnacles15 inc.,1410677.25,94.01720 %
troopships5 inc.,1410376.1,94.01917 %
retracting9 inc.,1410078.8,94.02113 %
unverified2 inc.,1409875.4,94.02310 %
graining15 inc.,1409646.5,94.02507 %
matters3 inc.,1409610.22,94.87022 %
unfelt10 inc.,1409118.9,94.02703 %
rickrack16 inc.,1408664.52,96.01996 %
marshy13 inc.,1408174.77,95.75874 %
axles inc.,1408100,94.03096 %
woodsheds1 inc.,1408013.85,94.03293 %
dragnet2 inc.,1407400.05,94.03685 %
reproofs10 inc.,1406978.35,94.04078 %
postulates13 inc.,1406117,94.04274 %
swashing inc.,1406093.1,94.04470 %
bedspreads3 inc.,1406058.4,94.04666 %
infallibly12 inc.,1405645.1,94.05059 %
medals5 inc.,1405589.8,94.05451 %
quisling2 inc.,1405510.2,94.05647 %
tarnished5 inc.,1405455,94.05843 %
corona4 inc.,1405377.3,94.06039 %
convict3 inc.,1405237.65,94.06235 %
taffetas16 inc.,1405148.55,94.06431 %
formulator3 inc.,1405022.6,94.06627 %
helplessly15 inc.,1404978.9,94.06823 %
sates12 inc.,1404255.75,94.07215 %
gravels9 inc.,1404157.11,96.01303 %
busses11 inc.,1403911.1,94.07607 %
amitoses6 inc.,1403859.15,94.07802 %
outbreaks4 inc.,1403594.25,94.08194 %
sergeant4 inc.,1403110.8,94.08390 %
interlaces10 inc.,1402896.5,94.08585 %
finns8 inc.,1402708.35,94.08781 %
securer5 inc.,1402611.9,94.08977 %
refresher12 inc.,1402474.44,96.08564 %
birthmarks15 inc.,1401976.35,94.09172 %
